character,itemName,itemID,offspec,date
Alelia,Ashen Sack of Gems,49294,0,2023-07-16
Alelia,Trophy of the Crusade,47242,0,2023-07-16
Caerwyn,Enlightenment,47960,0,2023-07-16
Caerwyn,Fervor of the Frostborn,47949,1,2023-07-16
Caerwyn,Paragon's Breadth,48710,1,2023-07-16
Eriksön,Trophy of the Crusade,47242,0,2023-07-16
Nythdarn,Crusader's Glory,47967,1,2023-07-16
Nythdarn,Enlarged Onyxia Hide Backpack,49295,0,2023-07-16
Nythdarn,Gleaming Quel'Serrar,49303,1,2023-07-16
Nythdarn,Swift Alliance Steed,49044,0,2023-07-16
Pailock,Trophy of the Crusade,47242,0,2023-07-16
Prenotion,Gloves of the Silver Assassin,47945,0,2023-07-16
Prenotion,Icefall Blade,47953,1,2023-07-16
Sierci,Drape of Bitter Incantation,48671,0,2023-07-16
Staminadaddi,Faceguard of Wrath,49320,1,2023-07-16
Staminadaddi,Head of Onyxia,49644,1,2023-07-16
Staminadaddi,Trophy of the Crusade,47242,0,2023-07-16
