character,itemName,itemID,offspec,date
Batartwo,Shoulderpads of the Glacial Wilds,47923,0,2023-06-28
Bubbleraps,Binding Light,47947,0,2023-06-28
Bubbleraps,Leggings of the Demonic Messenger,47931,0,2023-06-28
Eriksön,Acidmaw Boots,47919,0,2023-06-28
Itsvalken,Armguards of the Nether Lord,47935,0,2023-06-28
Itsvalken,Chestguard of the Warden,47811,0,2023-06-28
Itsvalken,Westfall Saber,47814,0,2023-06-28
Jharen,Shoulderpads of the Glacial Wilds,47923,0,2023-06-28
Jharen,Vestments of the Sleepless,47838,0,2023-06-28
Presumption,Loop of the Twin Val'kyr,47955,0,2023-06-28
