character,itemName,itemID,offspec,date
Haamp,Trophy of the Crusade,47242,0,2023-08-12
Jharen,Vigilant Ward,47963,1,2023-08-12
Kittytricks,Fervor of the Frostborn,47949,0,2023-08-12
Kittytricks,Loop of the Twin Val'kyr,47955,0,2023-08-12
Kittytricks,Planestalker Signet,47934,0,2023-08-12
Precaution,Armbands of the Northern Stalker,47916,0,2023-08-12
Precaution,Honor of the Fallen,48714,0,2023-08-12
Precaution,Spaulders of the Snow Bandit,47972,1,2023-08-12
Precaution,Trophy of the Crusade,47242,0,2023-08-12
Remedi,Amulet of Binding Elements,47930,0,2023-08-12
Remedi,Gloves of Looming Shadow,47956,0,2023-08-12
Remedi,Gloves of Looming Shadow,47956,0,2023-08-12
Remedi,Vestments of the Sleepless,47974,1,2023-08-12
ßudders,Icehowl Cinch,47921,0,2023-08-12
