character,itemName,itemID,offspec,date
Canee,Binding Light,47947,0,2023-08-16
Canee,Head of Onyxia,49644,0,2023-08-16
Canee,Trophy of the Crusade,47242,0,2023-08-16
Canee,Vigilant Ward,47963,0,2023-08-16
Jharen,Gaze of Ten Storms,49329,0,2023-08-16
Lothryn,Cold Convergence,47968,0,2023-08-16
Lothryn,Gloves of Looming Shadow,47956,0,2023-08-16
Lothryn,Trophy of the Crusade,47242,0,2023-08-16
Nythdärn,Armguards of the Nether Lord,47935,0,2023-08-16
Nythdärn,Fordragon Blades,47979,1,2023-08-16
Nythdärn,Singed Vis'kag the Bloodletter,49296,1,2023-08-16
Nythdärn,Swift Alliance Steed,49044,0,2023-08-16
Nythdärn,Trophy of the Crusade,47242,0,2023-08-16
Paisham,Helm of the Silver Ranger,47942,0,2023-08-16
Slightlyholy,Enlarged Onyxia Hide Backpack,49295,0,2023-08-16
Slightlyholy,Firestorm Ring,47928,0,2023-08-16
Upoil,Ashen Sack of Gems,49294,0,2023-08-16
Upoil,Cloak of the Victorious Combatant,48674,0,2023-08-16
Upoil,Trophy of the Crusade,47242,0,2023-08-16
