character,itemName,itemID,offspec,date
Bataar,Enlarged Onyxia Hide Backpack,49295,0,2023-07-15
Bataar,Head of Onyxia,49644,0,2023-07-15
Bataar,Legplates of the Wayward Protector,45654,1,2023-07-15
Crabmommy,Binding Light,47947,1,2023-07-15
Gweinae,Mjolnir Runestone,45931,0,2023-07-15
Kellindir,Chalice of Benedictus,47958,0,2023-07-15
Kellindir,Sandals of the Silver Magus,47940,0,2023-07-15
Kinki,Legplates of the Immortal Spider,47976,0,2023-07-15
Kinki,Meteorite Crystal,46051,0,2023-07-15
Kinki,Nebula Band,46046,1,2023-07-15
Kinki,Sentinel Scouting Greaves,47933,0,2023-07-15
Kinki,Trophy of the Crusade,47242,0,2023-07-15
Kittytricks,Collar of Ceaseless Torment,47915,0,2023-07-15
Percy,Shoulderplates of the Celestial Watch,46037,1,2023-07-15
Percy,Trophy of the Crusade,47242,0,2023-07-15
Prelation,Coif of Ten Storms,49331,0,2023-07-15
Prelation,Heartcrusher,48709,0,2023-07-15
Prelation,Ring of the Faithful Servant,45438,1,2023-07-15
Prelation,Shoulderguards of the Spirit Walker,47926,1,2023-07-15
Prelation,Trophy of the Crusade,47242,0,2023-07-15
Prelation,Vigilant Ward,47963,1,2023-07-15
Zilphyr,Ashen Sack of Gems,49294,0,2023-07-15
Zilphyr,Bloodfang Mask,49322,0,2023-07-15
Zilphyr,Icefall Blade,47953,1,2023-07-15
Zilphyr,Reply-Code Alpha,46052,0,2023-07-15
Zilphyr,Trophy of the Crusade,47242,0,2023-07-15
