character,itemName,itemID,offspec,date
Bataar,Lionhead Slasher,47001,1,2023-08-07
Bataar,Trophy of the Crusade,47242,0,2023-08-07
Catariina,Cord of the Tenebrous Mist,46973,0,2023-08-07
Chirra,Trophy of the Crusade,47242,0,2023-08-07
Chirra,Trophy of the Crusade,47242,0,2023-08-07
Donkeymaster,Footpads of the Icy Floe,47194,0,2023-08-07
Gweinae,Archon Glaive,47233,0,2023-08-07
Haamp,Trophy of the Crusade,47242,0,2023-08-07
Kellindir,Cord of Pale Thorns,47145,0,2023-08-07
Kinki,Bastion of Purity,47085,0,2023-08-07
Kinki,Bracers of Cloudy Omen,47068,0,2023-08-07
Kittytricks,Charge of the Demon Lord,47060,0,2023-08-07
Kittytricks,Lupine Longstaff,47130,0,2023-08-07
Lothryn,Trophy of the Crusade,47242,0,2023-08-07
Nythdarn,Stormpike Cleaver,47148,0,2023-08-07
Oneel,Belt of the Merciless Killer,47112,0,2023-08-07
Ranter,Blade of Tarasque,46980,0,2023-08-07
Sierci,Boots of the Mourning Widow,47097,0,2023-08-07
Staminadaddi,Justicebringer,47078,0,2023-08-07
Staminadaddi,Trophy of the Crusade,47242,0,2023-08-07
Tipaartos,Trophy of the Crusade,47242,0,2023-08-07
Upoil,Band of the Violent Temperment,46966,0,2023-08-07
Upoil,Trophy of the Crusade,47242,0,2023-08-07
Upoil,Trophy of the Crusade,47242,0,2023-08-07
ßudders,Leggings of the Deepening Void,47187,1,2023-08-07
