character,itemName,itemID,offspec,date
Ayan,Trophy of the Crusade,47242,0,2023-07-26
Crabcat,Enlarged Onyxia Hide Backpack,49295,0,2023-07-26
Itsvalken,Fervor of the Frostborn,47949,0,2023-07-26
Itsvalken,Trophy of the Crusade,47242,0,2023-07-26
Oneel,Armor of Shifting Shadows,47954,0,2023-07-26
Oneel,Gloves of the Silver Assassin,47945,0,2023-07-26
Oneel,Head of Onyxia,49644,0,2023-07-26
Presumption,Judgement Helmet,49324,0,2023-07-26
Presumption,Trophy of the Crusade,47242,0,2023-07-26
Rumblen,Ashen Sack of Gems,49294,0,2023-07-26
Rumblen,Honor of the Fallen,48714,0,2023-07-26
Tipaartos,Amulet of Binding Elements,47930,0,2023-07-26
Tipaartos,Argent Resolve,47962,0,2023-07-26
Upoil,Dreadscale Armguards,47918,0,2023-07-26
Upoil,Girdle of the Impaler,47925,0,2023-07-26
Upoil,Trophy of the Crusade,47242,0,2023-07-26
