character,itemName,itemID,offspec,date
Alelia,Firestorm Ring,47928,0,2023-07-09
Eriksön,Lothar's Edge,48713,0,2023-07-09
Eriksön,Trophy of the Crusade,47242,0,2023-07-09
Nythdarn,Crusader's Glory,47967,0,2023-07-09
Nythdarn,Head of Onyxia,49644,0,2023-07-09
Nythdarn,Loop of the Twin Val'kyr,47955,0,2023-07-09
Nythdarn,Trophy of the Crusade,47242,0,2023-07-09
Preformation,Ashen Sack of Gems,49294,0,2023-07-09
Preformation,Enlightenment,47960,0,2023-07-09
Preformation,Talisman of Volatile Power,47946,1,2023-07-09
Preformation,Vestments of the Sleepless,47974,0,2023-07-09
Rumblen,Armguards of the Nether Lord,47935,0,2023-07-09
Rumblen,Collar of Ceaseless Torment,47915,0,2023-07-09
Rumblen,Trophy of the Crusade,47242,0,2023-07-09
Rumblen,Westfall Saber,47971,1,2023-07-09
Sierci,Enlarged Onyxia Hide Backpack,49295,0,2023-07-09
Staminadaddi,Gloves of the Silver Assassin,47945,0,2023-07-09
Staminadaddi,Trophy of the Crusade,47242,0,2023-07-09
