character,itemName,itemID,offspec,date
Bataar,Collar of Ceaseless Torment,47915,1,2023-07-29
Bataar,Endurance of the Infernal,47939,0,2023-07-29
Bataar,Loop of the Twin Val'kyr,47955,0,2023-07-29
Catariina,Boots of the Grieving Soul,49234,0,2023-07-29
Catariina,Rod of Imprisoned Souls,47922,0,2023-07-29
Catariina,Trophy of the Crusade,47242,0,2023-07-29
Kinki,Spaulders of the Snow Bandit,47972,1,2023-07-29
Kittytricks,Gloves of the Silver Assassin,47945,0,2023-07-29
Slightlyholy,Trophy of the Crusade,47242,0,2023-07-29
Slightlyholy,Trophy of the Crusade,47242,0,2023-07-29
ßudders,Argent Resolve,47962,1,2023-07-29
ßudders,Firestorm Ring,47928,0,2023-07-29
ßudders,Talisman of Volatile Power,47946,0,2023-07-29
ßudders,Trophy of the Crusade,47242,0,2023-07-29
ßudders,Vestments of the Sleepless,47974,0,2023-07-29
