character,itemName,itemID,offspec,date
Alelia,Wail of the Val'kyr,47144,0,2023-07-10
Ayan,Archon Glaive,47233,0,2023-07-10
Ayan,Death's Verdict,47131,0,2023-07-10
Ayan,Trophy of the Crusade,47242,0,2023-07-10
Bataar,Satrina's Impeding Scarab,47088,0,2023-07-10
Crotatsu,Solace of the Defeated,47059,0,2023-07-10
Dezbryant,Trophy of the Crusade,47242,0,2023-07-10
Dominicus,Leggings of the Deepening Void,47187,0,2023-07-10
Dominicus,Trophy of the Crusade,47242,0,2023-07-10
Donkeymaster,Trophy of the Crusade,47242,0,2023-07-10
Eriksön,Greaves of the 7th Legion,47150,0,2023-07-10
Eriksön,Trophy of the Crusade,47242,0,2023-07-10
Gweinae,Bracers of the Untold Massacre,47074,0,2023-07-10
Gweinae,Sabatons of Ruthless Judgment,47109,0,2023-07-10
Gweinae,Talonstrike,46995,0,2023-07-10
Hailios,Boots of the Courageous,46986,0,2023-07-10
Itsvalken,Trophy of the Crusade,47242,0,2023-07-10
Pailock,Boots of the Mourning Widow,47097,0,2023-07-10
Percy,Band of the Violent Temperment,46966,0,2023-07-10
Percy,Trophy of the Crusade,47242,0,2023-07-10
Rumblen,Trophy of the Crusade,47242,0,2023-07-10
Sierci,Ring of the Darkmender,47224,0,2023-07-10
Zilphyr,Leggings of the Broken Beast,46975,0,2023-07-10
Zilphyr,Trophy of the Crusade,47242,0,2023-07-10
