character,itemName,itemID,offspec,date
Alelia,Nibelung,49992,0,2023-10-13
Alelia,Vanquisher's Mark of Sanctification,52025,0,2023-10-13
Ayan,Leggings of Northern Lights,49988,0,2023-10-13
Crotatsu,Amulet of the Silent Eulogy,50658,0,2023-10-13
Crotatsu,Rib Spreader,50016,0,2023-10-13
Dallaregy,Greatcloak of the Turned Champion,50014,0,2023-10-13
Dallaregy,Loop of the Endless Labyrinth,49977,0,2023-10-13
Eriksön,Nerub'ar Stalker's Cord,50413,0,2023-10-13
Kellindir,Distant Land,50040,0,2023-10-13
Kellindir,Vanquisher's Mark of Sanctification,52025,0,2023-10-13
Kittytricks,Band of the Bone Colossus,49949,0,2023-10-13
Lothryn,Helm of the Elder Moon,50026,0,2023-10-13
Lothryn,Sanguine Silk Robes,50172,0,2023-10-13
Nythdarn,Broken Ram Skull Helm,49986,0,2023-10-13
Nythdarn,Conqueror's Mark of Sanctification,52027,0,2023-10-13
Paisham,Dislodged Foreign Object,50353,0,2023-10-13
Paisham,Ring of Rapid Ascent,50664,0,2023-10-13
Percy,Festergut's Acidic Blood,50226,0,2023-10-13
Percy,Rotface's Acidic Blood,50231,0,2023-10-13
Percy,Shadowfrost Shard,50274,0,2023-10-13
Percy,Shadowfrost Shard,50274,0,2023-10-13
Percy,Shadowfrost Shard,50274,0,2023-10-13
Percy,Shadowfrost Shard,50274,0,2023-10-13
Percy,Shadowfrost Shard,50274,0,2023-10-13
Percy,Shadowfrost Shard,50274,0,2023-10-13
Prelation,Keleseth's Seducer,50184,0,2023-10-13
Prelation,Scourge Hunter's Vambraces,50655,0,2023-10-13
Romed,Frozen Bonespike,49968,0,2023-10-13
Romed,Vanquisher's Mark of Sanctification,52025,0,2023-10-13
Sierci,Lingering Illness,50063,0,2023-10-13
Sierci,Shadow Silk Spindle,50173,0,2023-10-13
