character,itemName,itemID,offspec,date
Alelia,Shawl of Fervent Crusader,48672,0,2023-08-20
Jharen,Acidmaw Boots,47919,1,2023-08-20
Jharen,Trophy of the Crusade,47242,0,2023-08-20
Kittytricks,Swift Alliance Steed,49044,0,2023-08-20
Layout,Head of Onyxia,49644,0,2023-08-20
Nythdarn,Ashen Sack of Gems,49294,0,2023-08-20
Nythdarn,Empowered Deathbringer,49297,1,2023-08-20
Nythdarn,Fordragon Blades,47979,1,2023-08-20
Nythdarn,Girdle of the Impaler,47925,0,2023-08-20
Nythdarn,Honor of the Fallen,48714,0,2023-08-20
Nythdarn,Trophy of the Crusade,47242,0,2023-08-20
Scaigh,Leggings of the Demonic Messenger,47931,0,2023-08-20
Scaigh,Sandals of the Silver Magus,47940,0,2023-08-20
Scaigh,Trophy of the Crusade,47242,0,2023-08-20
Sierci,Gloves of Looming Shadow,47956,1,2023-08-20
Staminadaddi,Girdle of the Impaler,47925,0,2023-08-20
Staminadaddi,Trophy of the Crusade,47242,0,2023-08-20
Thedred,Enlarged Onyxia Hide Backpack,49295,0,2023-08-20
