character,itemName,itemID,offspec,date
Catariina,Bracers of Unleashed Magic,45275,1,2023-08-25
Chirra,Warhelm of the Champion,45472,0,2023-08-25
Exaction,Breastplate of the Wayward Protector,45633,0,2023-08-25
Exaction,Cindershard Ring,45157,0,2023-08-25
Exaction,Giant's Bane,45261,0,2023-08-25
Exaction,Gloves of the Fiery Behemoth,45109,0,2023-08-25
Exaction,Siren's Cry,45327,0,2023-08-25
Rupmir,Gauntlets of the Wayward Conqueror,45641,0,2023-08-25
Rupmir,Legplates of the Wayward Conqueror,45653,0,2023-08-25
Rupmir,Mantle of Wavering Calm,45253,1,2023-08-25
Slightlyholy,Living Flame,45148,0,2023-08-25
Sparticuss,Pyrelight Circle,45168,0,2023-08-25
Thedred,Insurmountable Fervor,45193,0,2023-08-25
Thedred,Platinum Band of the Aesir,45326,1,2023-08-25
Thedred,Titanstone Pendant,45538,1,2023-08-25
Thedred,Warhelm of the Champion,45472,0,2023-08-25
