character,itemName,itemID,offspec,date
Bataar,Sif's Promise,45469,1,2023-07-01
Bataar,Super Simian Sphere,37254,0,2023-07-01
Bataar,Trophy of the Crusade,47242,0,2023-07-01
Chirra,Archivum Data Disc,45506,0,2023-07-01
Chirra,Sabatons of the Lingering Vortex,47952,0,2023-07-01
Chirra,Westfall Saber,47971,0,2023-07-01
Gweinae,Fordragon Blades,47979,0,2023-07-01
Gweinae,"Rhok'shalla, the Shadow's Bane",48711,0,2023-07-01
Kellindir,Helm of the Snowy Grotto,47959,0,2023-07-01
Kellindir,Metallic Loop of the Sufferer,45503,1,2023-07-01
Kellindir,Shoulderpads of the Monolith,45265,1,2023-07-01
Kellindir,Trophy of the Crusade,47242,0,2023-07-01
Kinki,Dreadscale Armguards,47918,1,2023-07-01
Kinki,Helmet of the Crypt Lord,47965,0,2023-07-01
Kinki,Legplates of the Wayward Conqueror,45653,0,2023-07-01
Kinki,Shiver,45876,1,2023-07-01
Kinki,Trophy of the Crusade,47242,0,2023-07-01
Kittytricks,Garona's Guise,45523,1,2023-07-01
Kittytricks,Trophy of the Crusade,47242,0,2023-07-01
Kittytricks,Winter's Icy Embrace,45453,1,2023-07-01
Percy,Armguards of the Nether Lord,47935,0,2023-07-01
Prelation,Breastplate of the Wayward Protector,45633,1,2023-07-01
Prelation,Helm of the Silver Ranger,47942,0,2023-07-01
Prelation,Mantle of the Wayward Protector,45657,1,2023-07-01
Prelation,Pendant of the Shallow Grave,45933,0,2023-07-01
Rumblen,Hammer of Crushing Whispers,46067,0,2023-07-01
Staminadaddi,Loop of the Agile,45456,0,2023-07-01
Tsara,Fire Orchid Signet,45946,0,2023-07-01
