character,itemName,itemID,offspec,date
Alelia,Leggings of the Deepening Void,47187,0,2023-07-03
Alelia,Trophy of the Crusade,47242,0,2023-07-03
Ayan,Belt of Deathly Dominion,47152,0,2023-07-03
Ayan,Trophy of the Crusade,47242,0,2023-07-03
Bataar,The Arbiter's Muse,47116,0,2023-07-03
Chirra,Band of the Violent Temperment,46966,0,2023-07-03
Chirra,Chestplate of the Frostborn Hero,47082,0,2023-07-03
Chirra,Trophy of the Crusade,47242,0,2023-07-03
Hailios,Trophy of the Crusade,47242,0,2023-07-03
Kinki,Belt of the Ice Burrower,46991,0,2023-07-03
Lothryn,Bracers of the Autumn Willow,47066,0,2023-07-03
Lothryn,Cord of Pale Thorns,47140,0,2023-07-03
Lothryn,Vestments of the Shattered Fellowship,47094,0,2023-07-03
Nythdarn,Dawnbreaker Greaves,47003,0,2023-07-03
Nythdarn,Girdle of Bloodied Scars,47072,0,2023-07-03
Pailock,Leggings of the Soothing Touch,47062,0,2023-07-03
Pailock,Trophy of the Crusade,47242,0,2023-07-03
Percy,Trophy of the Crusade,47242,0,2023-07-03
Ranter,Footpads of the Icy Floe,47194,0,2023-07-03
Sierci,Maiden's Favor,47225,0,2023-07-03
Staminadaddi,Drape of the Untamed Predator,46971,0,2023-07-03
Staminadaddi,Trophy of the Crusade,47242,0,2023-07-03
Zilphyr,Belt of the Merciless Killer,47107,0,2023-07-03
